220430;3801;1520;99999;;;72;3426;;;-;31;MOVEON-siirto;;;;
220430;5708;3426;99999;;;72;1520;;;+;31;MOVEON-siirto;;;;
220430;3801;1520;99999;;;216;3350;;;-;93;MOVEON-siirto;;;;
220430;5708;3350;99999;;;216;1520;;;+;93;MOVEON-siirto;;;;
220430;3801;1520;99999;;;187;3350;;;-;81;MOVEON-siirto;;;;
220430;5708;3350;99999;;;187;1520;;;+;81;MOVEON-siirto;;;;
220430;3801;1520;99999;;;159;3350;;;-;68;MOVEON-siirto;;;;
220430;5708;3350;99999;;;159;1520;;;+;68;MOVEON-siirto;;;;
220430;3801;1520;99999;;;125;3421;;;-;54;MOVEON-siirto;;;;
220430;5708;3421;99999;;;125;1520;;;+;54;MOVEON-siirto;;;;
220430;3801;1520;99999;;;395;3360;;;-;170;MOVEON-siirto;;;;
220430;5708;3360;99999;;;395;1520;;;+;170;MOVEON-siirto;;;;
220430;3801;1520;99999;;;65;3360;;;-;28;MOVEON-siirto;;;;
220430;5708;3360;99999;;;65;1520;;;+;28;MOVEON-siirto;;;;
220430;3801;1520;99999;;;131;3415;;;-;56;MOVEON-siirto;;;;
220430;5708;3415;99999;;;131;1520;;;+;56;MOVEON-siirto;;;;
220430;3801;1520;99999;;;673;3417;;;-;290;MOVEON-siirto;;;;
220430;5708;3417;99999;;;673;1520;;;+;290;MOVEON-siirto;;;;
220430;3801;1520;99999;;;285;3419;;;-;122;MOVEON-siirto;;;;
220430;5708;3419;99999;;;285;1520;;;+;122;MOVEON-siirto;;;;
220430;3801;1520;99999;;;21;3435;;;-;9;MOVEON-siirto;;;;
220430;5708;3435;99999;;;21;1520;;;+;9;MOVEON-siirto;;;;
220430;3801;1520;99999;;;302;3370;;;-;130;MOVEON-siirto;;;;
220430;5708;3370;99999;;;302;1520;;;+;130;MOVEON-siirto;;;;
220430;3801;1520;99999;;;36;3370;;;-;15;MOVEON-siirto;;;;
220430;5708;3370;99999;;;36;1520;;;+;15;MOVEON-siirto;;;;
220430;3801;1520;99999;;;46;3370;;;-;20;MOVEON-siirto;;;;
220430;5708;3370;99999;;;46;1520;;;+;20;MOVEON-siirto;;;;
220430;3801;1520;99999;;;145;3370;;;-;63;MOVEON-siirto;;;;
220430;5708;3370;99999;;;145;1520;;;+;63;MOVEON-siirto;;;;
220430;3801;1520;99999;;;209;3411;;;-;90;MOVEON-siirto;;;;
220430;5708;3411;99999;;;209;1520;;;+;90;MOVEON-siirto;;;;
220430;3801;1520;99999;;;39;3414;;;-;17;MOVEON-siirto;;;;
220430;5708;3414;99999;;;39;1520;;;+;17;MOVEON-siirto;;;;
220430;3801;1520;99999;;;184;3416;;;-;79;MOVEON-siirto;;;;
220430;5708;3416;99999;;;184;1520;;;+;79;MOVEON-siirto;;;;
220430;3801;1520;99999;;;54;3418;;;-;23;MOVEON-siirto;;;;
220430;5708;3418;99999;;;54;1520;;;+;23;MOVEON-siirto;;;;
220430;3801;1520;99999;;;20;3540;;;-;9;MOVEON-siirto;;;;
220430;5708;3540;99999;;;20;1520;;;+;9;MOVEON-siirto;;;;
220430;3801;1520;99999;;;233;3425;;;-;100;MOVEON-siirto;;;;
220430;5708;3425;99999;;;233;1520;;;+;100;MOVEON-siirto;;;;
220430;3801;1520;99999;;;111;5210;;;-;48;MOVEON-siirto;;;;
220430;5708;5210;99999;;;111;1520;;;+;48;MOVEON-siirto;;;;
220430;3801;1520;99999;;;103;5211;;;-;44;MOVEON-siirto;;;;
220430;5708;5211;99999;;;103;1520;;;+;44;MOVEON-siirto;;;;
220430;3801;1520;99999;;;9;5212;;;-;4;MOVEON-siirto;;;;
