211130;3801;1520;99999;;;136;3426;;;-;60;MOVEON-siirto;;;;
211130;5708;3426;99999;;;136;1520;;;+;60;MOVEON-siirto;;;;
211130;3801;1520;99999;;;327;3415;;;-;144;MOVEON-siirto;;;;
211130;5708;3415;99999;;;327;1520;;;+;144;MOVEON-siirto;;;;
211130;3801;1520;99999;;;283;3417;;;-;125;MOVEON-siirto;;;;
211130;5708;3417;99999;;;283;1520;;;+;125;MOVEON-siirto;;;;
211130;3801;1520;99999;;;68;3419;;;-;30;MOVEON-siirto;;;;
211130;5708;3419;99999;;;68;1520;;;+;30;MOVEON-siirto;;;;
211130;3801;1520;99999;;;283;3435;;;-;125;MOVEON-siirto;;;;
211130;5708;3435;99999;;;283;1520;;;+;125;MOVEON-siirto;;;;
211130;3801;1520;99999;;;46;3370;;;-;20;MOVEON-siirto;;;;
211130;5708;3370;99999;;;46;1520;;;+;20;MOVEON-siirto;;;;
211130;3801;1520;99999;;;50;3411;;;-;22;MOVEON-siirto;;;;
211130;5708;3411;99999;;;50;1520;;;+;22;MOVEON-siirto;;;;
211130;3801;1520;99999;;;11;3434;;;-;5;MOVEON-siirto;;;;
211130;5708;3434;99999;;;11;1520;;;+;5;MOVEON-siirto;;;;
211130;3801;1520;99999;;;64;6240;;;-;28;MOVEON-siirto;;;;
211130;5708;6240;99999;;;64;1520;;;+;28;MOVEON-siirto;;;;
211130;3801;1520;99999;;;260;5213;;;-;114;MOVEON-siirto;;;;
211130;5708;5213;99999;;;260;1520;;;+;114;MOVEON-siirto;;;;
